ID;EXTERNAL_CODE;EXTERNAL_ID;NAME;FEATURES;PRICE;BARCODE;VENDOR_CODE;NDS;PAYMENT_SUBJECT;GROUP;UNIT_CODE;PURCHASE_PRICE;WEIGHTED;ALCOHOL;GTIN;MARK_TYPE;GROUPED;CONTAINER;MODIFIERS;INGREDIENTS;GOOD_TYPE;CONTRACTOR_INN;CONTRACTOR_ACTIVITY_TYPE;COUNTY_CODE;CUSTOM_DECLARATION;PLU_CODE;ORG_MEMBER_POINTS
;3275502;;Йогурт Valio питьевой мали/ежев.2%290г;;49.86;;;;1;;796;47.48;;;;0;;;;;DEFAULT;;;;;;
;3251735;;Йогурт Valio питьевой Манго/Марак.2%290г;;60.83;;;;1;;796;47.34;;;;0;;;;;DEFAULT;;;;;;
;3269581;;Йогурт Valio питьевой натурал.0,4%330г;;57.08;;;;1;;796;44.73;;;;0;;;;;DEFAULT;;;;;;
;3269582;;Йогурт Valio питьевой натурал.0,4%750г;;80.54;;;;1;;796;63.59;;;;0;;;;;DEFAULT;;;;;;
;3248738;;Йогурт Valio питьевой Черешня 0,4%0,33мл;;59.53;;;;1;;796;46.74;;;;0;;;;;DEFAULT;;;;;;
;3251625;;Йогурт Valio Черн./Клубн.2,6%, 180г;;60.72;;;;1;;796;47.71;;;;0;;;;;DEFAULT;;;;;;
;3155001;;Йогурт Агуша Банан 8м.2,7% 90г;;29.88;;;;1;;796;27.17;;;;0;;;;;DEFAULT;;;;;;
;3230364;;Йогурт Агуша Злаки питьевой 2,7% 8м.200г;;44.07;;;;1;;796;38.72;;;;0;;;;;DEFAULT;;;;;;
;3110358;;Йогурт Агуша клубника/банан 2,7% 8м.200г;;44.09;;;;1;;796;38.72;;;;0;;;;;DEFAULT;;;;;;
;3154981;;Йогурт Агуша Малина-Землян.8м.2,7% 90г;;30.98;;;;1;;796;27.17;;;;0;;;;;DEFAULT;;;;;;
;3162439;;Йогурт Агуша натуральный с 8мес.3,1%200г;;43.94;;;;1;;796;38.72;;;;0;;;;;DEFAULT;;;;;;
;3116961;;Йогурт Агуша персик 2,7% с 8мес.200 г;;44.11;;;;1;;796;38.72;;;;0;;;;;DEFAULT;;;;;;
;3162474;;Йогурт Агуша Чернослив 8мес.2,7% 200г;;44.07;;;;1;;796;38.72;;;;0;;;;;DEFAULT;;;;;;
;3268320;;Йогурт Агуша Я Сам Клубн/Землян.2,2%200г;;46.44;;;;1;;796;40.64;;;;0;;;;;DEFAULT;;;;;;
;3108468;;Йогурт Агуша Я САМ малина 8мес.2,7% 200г;;44.06;;;;1;;796;38.73;;;;0;;;;;DEFAULT;;;;;;
;3268321;;Йогурт Агуша Я Сам Яблоко/Банан 2,2%200г;;46.34;;;;1;;796;40.65;;;;0;;;;;DEFAULT;;;;;;
;3268322;;Йогурт Агуша Я Сам Яблоко/Груша 2,5%110г;;36.27;;;;1;;796;28.52;;;;0;;;;;DEFAULT;;;;;;
;3268316;;Йогурт Агуша Я Сам!пит.Ябл.Груша 2,7%85г;;33.25;;;;1;;796;26.25;;;;0;;;;;DEFAULT;;;;;;
;3108488;;Йогурт Агуша яблоко/груша 2,7% 8м.200г;;44.22;;;;1;;796;38.73;;;;0;;;;;DEFAULT;;;;;;
;3151070;;Йогурт Активиа Вишня 2,9% 150г;;33.03;;;;1;;796;25.53;;;;0;;;;;DEFAULT;;;;;;
;3226255;;Йогурт Б.Ю.Александров Ваниль 1,5% 290г;;73.95;;;;1;;796;57.96;;;;0;;;;;DEFAULT;;;;;;
;3179782;;Йогурт Б.Ю.Александров Вишня 1,5% 290г;;78.3;;;;1;;796;57.96;;;;0;;;;;DEFAULT;;;;;;
;3226209;;Йогурт Б.Ю.Александров Вишня 2,5% 125г;;41.49;;;;1;;796;34.32;;;;0;;;;;DEFAULT;;;;;;
;3226216;;Йогурт Б.Ю.Александров Клубника 2,5%125г;;41.48;;;;1;;796;34.33;;;;0;;;;;DEFAULT;;;;;;
;3226251;;Йогурт Б.Ю.Александров Пер-гр2,5% 125г;;43.39;;;;1;;796;34.2;;;;0;;;;;DEFAULT;;;;;;
;3179784;;Йогурт Б.Ю.Александров Перс/груш1,5%290г;;78.18;;;;1;;796;57.96;;;;0;;;;;DEFAULT;;;;;;
;3226252;;Йогурт Б.Ю.Александров Черника 2,5% 125г;;40.55;;;;1;;796;34.02;;;;0;;;;;DEFAULT;;;;;;
;3270795;;Йогурт Братья Чебур.Малина 0,5% 330г;;73.14;;;;1;;796;57.6;;;;0;;;;;DEFAULT;;;;;;
;3263016;;Йогурт Братья Чебураш.традиц3,2-4,2%200г;;104.5;;;;1;;796;82.11;;;;0;;;;;DEFAULT;;;;;;
;3263013;;Йогурт Братья Чебурашкины 0,5% 330г;;72.7;;;;1;;796;57.6;;;;0;;;;;DEFAULT;;;;;;
;3263017;;Йогурт Братья Чебурашкины Греч.6% 200г;;109.59;;;;1;;796;86.41;;;;0;;;;;DEFAULT;;;;;;
;3243217;;Йогурт Данисс.Фан.Хр.шар/яг.вкус6,9%105г;;39.65;;;;1;;796;31.28;;;;0;;;;;DEFAULT;;;;;;
;3168098;;Йогурт Даниссимо Фантаз.Хр.шар.6,9% 105г;;39.73;;;;1;;796;31.3;;;;0;;;;;DEFAULT;;;;;;
;3151069;;Йогурт Даниссимо Фантаз.Шок.хлоп6,9%105г;;39.72;;;;1;;796;31.3;;;;0;;;;;DEFAULT;;;;;;
;3250883;;Йогурт Мол. культура натур.3,5-4,5%500г;;110.23;;;;1;;796;86.78;;;;0;;;;;DEFAULT;;;;;;
;3281407;;Йогурт Мол.культ.цельн.мол.3,5-4,5% 220г;;63.23;;;;1;;796;60.21;;;;0;;;;;DEFAULT;;;;;;
;3269537;;Йогурт Мол.культура пониж.жирн.1,5% 500г;;109.65;;;;1;;796;85.97;;;;0;;;;;DEFAULT;;;;;;
;3281409;;Йогурт Молоч.культ.брусн.2,7-3,5% 220г;;69.79;;;;1;;796;66.46;;;;0;;;;;DEFAULT;;;;;;
;3281408;;Йогурт Молочн.культ.землян.2,7-3,5% 220г;;83.91;;;;1;;796;66.46;;;;0;;;;;DEFAULT;;;;;;
;3227138;;Йогурт Молочный стиль земляника 2,5%250г;;70.29;;;;1;;796;55.57;;;;0;;;;;DEFAULT;;;;;;
;3213918;;Йогурт Молочный стиль земляника2,5% 125г;;45.87;;;;1;;796;36.03;;;;0;;;;;DEFAULT;;;;;;
;3213915;;Йогурт Молочный стиль натурал.2,5% 125г;;45.74;;;;1;;796;36.03;;;;0;;;;;DEFAULT;;;;;;
;3227163;;Йогурт Молочный стиль термост.0,1%250г;;70.81;;;;1;;796;55.67;;;;0;;;;;DEFAULT;;;;;;
;3227150;;Йогурт Молочный стиль термост.2,5% 250г;;70.89;;;;1;;796;55.93;;;;0;;;;;DEFAULT;;;;;;
;3227132;;Йогурт Молочный стиль черника 2,5% 250г;;70.16;;;;1;;796;55.68;;;;0;;;;;DEFAULT;;;;;;
;3177802;;Йогурт пит.Активиа Инжир 2,1% 290г;;44.12;;;;1;;796;35.58;;;;0;;;;;DEFAULT;;;;;;
;3075908;;Йогурт пит.Активиа со злакам.2,2% 4*290г;;137.21;;;;1;;796;106.9;;;;0;;;;;DEFAULT;;;;;;
;3170759;;Йогурт питьевой  Активиа Дын/Земл2% 290г;;44.29;;;;1;;796;35.59;;;;0;;;;;DEFAULT;;;;;;
;3174314;;Йогурт Растишка Ваниль+шок.шар.3% 2*113г;;73.11;;;;1;;796;57.01;;;;0;;;;;DEFAULT;;;;;;
;3075798;;Йогурт Растишка Клубника+печен.3% 2*117г;;73.27;;;;1;;796;57.08;;;;0;;;;;DEFAULT;;;;;;
;3075738;;Йогурт Растишка пит.Земляника 1,6% 4*90г;;98.39;;;;1;;796;75.68;;;;0;;;;;DEFAULT;;;;;;
;3256283;;Йогурт Растишка с  Яблоком 1,6% 200г;;41.71;;;;1;;796;32.89;;;;0;;;;;DEFAULT;;;;;;
;3079785;;Йогурт Растишка ябл/груша с печен.2*118г;;73.35;;;;1;;796;57.12;;;;0;;;;;DEFAULT;;;;;;
;3173578;;Йогурт Рузский натуральный 2,5% 330г;;82.96;;;;1;;796;63.6;;;;0;;;;;DEFAULT;;;;;;
;3193725;;Йогурт Рузский с малиной 2,2% 330г;;84.52;;;;1;;796;64.88;;;;0;;;;;DEFAULT;;;;;;
;3165057;;Йогурт Савуш.пр.Оптималь б/с.2% 415г;;46.29;;;;1;;796;35.32;;;;0;;;;;DEFAULT;;;;;;
;3241848;;Йогурт Савушкин двухсл.виш.ч.смор.2%120г;;22.92;;;;1;;796;17.88;;;;0;;;;;DEFAULT;;;;;;
;3241867;;Йогурт Савушкин двухсл.киви крыж.2% 120г;;22.74;;;;1;;796;17.88;;;;0;;;;;DEFAULT;;;;;;
;3241921;;Йогурт Савушкин Оптималь б/сахара 2%120г;;18.08;;;;1;;796;13.4;;;;0;;;;;DEFAULT;;;;;;
;3241926;;Йогурт Савушкин Оптималь Клуб.Киви0%120г;;18.75;;;;1;;796;14.72;;;;0;;;;;DEFAULT;;;;;;
;3241923;;Йогурт Савушкин Оптималь Клубника 2%120г;;18.63;;;;1;;796;14.3;;;;0;;;;;DEFAULT;;;;;;
;3241924;;Йогурт Савушкин Оптималь Персик 2% 120г;;18.62;;;;1;;796;14.35;;;;0;;;;;DEFAULT;;;;;;
;3241925;;Йогурт Савушкин Оптималь Чер.Злаки2%120г;;18.57;;;;1;;796;14.33;;;;0;;;;;DEFAULT;;;;;;
;3262170;;Йогурт Савушкин Оптималь Чер/мал.2%120г;;18.46;;;;1;;796;14.15;;;;0;;;;;DEFAULT;;;;;;
;3241927;;Йогурт Савушкин Оптималь Черника 0%120г;;18.7;;;;1;;796;14.7;;;;0;;;;;DEFAULT;;;;;;
;3264506;;Йогурт Савушкин с хл.в шокол.5% 105г;;41.85;;;;1;;796;32.84;;;;0;;;;;DEFAULT;;;;;;
;3264507;;Йогурт Савушкин с шар.в шокол.5% 105г;;41.75;;;;1;;796;32.52;;;;0;;;;;DEFAULT;;;;;;
;3071755;;Йогурт Фругурт Вишня 2,5% 250г;;35.83;;;;1;;796;27.5;;;;0;;;;;DEFAULT;;;;;;
;3256171;;Йогурт ФрутоНяня Груша 8м 2,5% 200мл;;32.43;;;;1;;796;28.32;;;;0;;;;;DEFAULT;;;;;;
;3256170;;Йогурт ФрутоНяня Клубн/Банан 8м2,5%200мл;;32.52;;;;1;;796;28.42;;;;0;;;;;DEFAULT;;;;;;
;3256172;;Йогурт ФрутоНяня Малина 8м 2,5% 200мл;;32.21;;;;1;;796;28.38;;;;0;;;;;DEFAULT;;;;;;
;3256173;;Йогурт ФрутоНяня Ябл/банан 8м 2,5% 200мл;;33.63;;;;1;;796;28.4;;;;0;;;;;DEFAULT;;;;;;
;3251076;;Йогурт Чистый Край 0,5% 200г;;51.74;;;;1;;796;40.59;;;;0;;;;;DEFAULT;;;;;;
;3251077;;Йогурт Чистый Край 3,2% 200г;;56.87;;;;1;;796;45.4;;;;0;;;;;DEFAULT;;;;;;
;3264509;;Йогурт ЧК греческий 0,4% 200г;;103.3;;;;1;;796;81.0;;;;0;;;;;DEFAULT;;;;;;
;3264508;;Йогурт ЧК имбирь-лимон-мёд 0,5% 200г;;57.67;;;;1;;796;46.62;;;;0;;;;;DEFAULT;;;;;;
;3247915;;Йогурт Чудо ананас 2,5% 125г;;22.47;;;;1;;796;17.72;;;;0;;;;;DEFAULT;;;;;;
;3060253;;Йогурт Чудо Вишня 2,5% 2*125г;;45.34;;;;1;;796;35.42;;;;0;;;;;DEFAULT;;;;;;
;3057139;;Йогурт Чудо Вишня/Черешня 2,5% 315г;;52.52;;;;1;;796;41.25;;;;0;;;;;DEFAULT;;;;;;
;3060100;;Йогурт Чудо вкус Ананас-Банан 2,4% 290г;;31.6;;;;1;;796;28.34;;;;0;;;;;DEFAULT;;;;;;
;3060493;;Йогурт Чудо вкус Вишня-Черешня 2,4% 290г;;32.06;;;;1;;796;28.44;;;;0;;;;;DEFAULT;;;;;;
;3060492;;Йогурт Чудо вкус Клубн.Земляника2,4%290г;;32.42;;;;1;;796;29.19;;;;0;;;;;DEFAULT;;;;;;
;3230436;;Йогурт Чудо вкус Клубн.Земляника2,4%690г;;89.88;;;;1;;796;70.95;;;;0;;;;;DEFAULT;;;;;;
;3060494;;Йогурт Чудо вкус Перс.Манг.Дыня2,4% 290г;;32.28;;;;1;;796;28.83;;;;0;;;;;DEFAULT;;;;;;
;3060491;;Йогурт Чудо вкус Персик-Абрикос 2,4%290г;;32.29;;;;1;;796;28.7;;;;0;;;;;DEFAULT;;;;;;
;3230431;;Йогурт Чудо вкус Садовый микс 2,4%290г;;31.77;;;;1;;796;28.58;;;;0;;;;;DEFAULT;;;;;;
;3230426;;Йогурт Чудо вкус Тр.микс Экз.фр.2,4%290г;;31.55;;;;1;;796;28.23;;;;0;;;;;DEFAULT;;;;;;
;3060099;;Йогурт Чудо вкус Черника-Малина 2,4%290г;;31.35;;;;1;;796;28.41;;;;0;;;;;DEFAULT;;;;;;
;3055904;;Йогурт Чудо Дв.вкус Пер+Марак.2,5% 315г;;52.57;;;;1;;796;41.14;;;;0;;;;;DEFAULT;;;;;;
;3269643;;Йогурт Чудо Детки Клубн.Мал.2,5% 85г;;31.3;;;;1;;796;24.75;;;;0;;;;;DEFAULT;;;;;;
;3269645;;Йогурт Чудо Детки Клубника 2,2% 200г;;39.74;;;;1;;796;31.35;;;;0;;;;;DEFAULT;;;;;;
;3269642;;Йогурт Чудо Детки Мультифрукт 2,5% 85г;;31.42;;;;1;;796;24.75;;;;0;;;;;DEFAULT;;;;;;
;3269644;;Йогурт Чудо Детки Яблоко Банан 2,2% 200г;;39.83;;;;1;;796;31.35;;;;0;;;;;DEFAULT;;;;;;
;3058321;;Йогурт Чудо классический 3,5% 2*125г;;41.84;;;;1;;796;32.78;;;;0;;;;;DEFAULT;;;;;;
;3060254;;Йогурт Чудо Клубника 2,5% 2*125г;;45.28;;;;1;;796;35.42;;;;0;;;;;DEFAULT;;;;;;
;3055876;;Йогурт Чудо Клубника-Земляника 2,5% 315г;;53.12;;;;1;;796;41.16;;;;0;;;;;DEFAULT;;;;;;
;3210973;;Йогурт Чудо Кол.Кокосовый шейк 3,0% 270г;;42.59;;;;1;;796;33.55;;;;0;;;;;DEFAULT;;;;;;
;3210976;;Йогурт Чудо Кол.Малиновое фрап.2,5% 270г;;42.81;;;;1;;796;33.56;;;;0;;;;;DEFAULT;;;;;;
;3210977;;Йогурт Чудо Кол.Шокол.страчател3,4% 270г;;42.83;;;;1;;796;33.55;;;;0;;;;;DEFAULT;;;;;;
;3233293;;Йогурт Чудо мол.двухс.клубника 2,5% 125г;;22.71;;;;1;;796;17.82;;;;0;;;;;DEFAULT;;;;;;
;3050745;;Йогурт Чудо мол.пер+мар.2,5% 4*125г;;69.77;;;;1;;796;66.44;;;;0;;;;;DEFAULT;;;;;;
;3233294;;Йогурт Чудо персик-манго 2,5% 125г;;22.6;;;;1;;796;17.82;;;;0;;;;;DEFAULT;;;;;;
;3268317;;ЙогуртАгушаЯ Сам! пит.Ягод.асс.2,6%85г;;33.36;;;;1;;796;26.25;;;;0;;;;;DEFAULT;;;;;;
;3040463;;Кабачки Bonduelle Fusion по-тоскан.375г;;179.32;;;;1;;796;170.78;;;;0;;;;;DEFAULT;;;;;;
;2011339;;Кабачки белые 1,3-1,5кг фас;;270.32;;;;1;;796;134.81;;;;0;;;;;DEFAULT;;;;;;
;2011551;;Кабачки белые 1,3-1,5кг фас нестан;;139.64;;;;1;;796;132.99;;;;0;;;;;DEFAULT;;;;;;
;2011340;;Кабачки Цуккини 0,7-0,9кг фас;;220.43;;;;1;;796;209.93;;;;0;;;;;DEFAULT;;;;;;
;3049231;;Какао Красн.Окт. Золотой ярлык 100г;;85.77;;;;1;;796;63.51;;;;0;;;;;DEFAULT;;;;;;
;3051217;;Какао-напиток Nestle Nesquik 500г;;171.11;;;;1;;796;162.96;;;;0;;;;;DEFAULT;;;;;;
;3122836;;Кальмар Бухта изобилия тушки с/м 850г;;359.47;;;;1;;796;275.87;;;;0;;;;;DEFAULT;;;;;;
;3070782;;Кальмар Кап.вкусов натурал.порцион.185г;;106.09;;;;1;;796;77.19;;;;0;;;;;DEFAULT;;;;;;
;3155875;;Кальмар Меридиан в майонезе 150г;;75.89;;;;1;;796;62.26;;;;0;;;;;DEFAULT;;;;;;
;3135978;;Кальмар Меридиан в масле Мехико 150г;;74.38;;;;1;;796;62.25;;;;0;;;;;DEFAULT;;;;;;
;3155832;;Кальмар Меридиан в рассоле 180г;;98.57;;;;1;;796;70.25;;;;0;;;;;DEFAULT;;;;;;
;3135973;;Кальмар Меридиан масло/зелень 150г;;76.28;;;;1;;796;62.44;;;;0;;;;;DEFAULT;;;;;;
;3271187;;Кальмар Пелагус натур.порц.филе б/к.185г;;79.9;;;;1;;796;59.73;;;;0;;;;;DEFAULT;;;;;;
;3163459;;Кальмар Талдом-рыба филе б/кожи зам.500г;;174.81;;;;1;;796;133.25;;;;0;;;;;DEFAULT;;;;;;
;3083227;;Каперсы Iberica 100г;;143.11;;;;1;;796;94.79;;;;0;;;;;DEFAULT;;;;;;
;3218049;;Капли Парфэ шоколадные д/выпечки 50г;;59.3;;;;1;;796;44.89;;;;0;;;;;DEFAULT;;;;;;
;3261964;;Капуста 4 Сезона брокколи 400г;;113.47;;;;1;;796;88.56;;;;0;;;;;DEFAULT;;;;;;
;3261963;;Капуста 4 Сезона Брюссельская 400г;;102.29;;;;1;;796;79.24;;;;0;;;;;DEFAULT;;;;;;
;3047213;;Капуста 4сезона цветная 400г;;103.76;;;;1;;796;73.56;;;;0;;;;;DEFAULT;;;;;;
;3226342;;Капуста Bonduelle брокколи заморож.400г;;103.4;;;;1;;796;61.21;;;;0;;;;;DEFAULT;;;;;;
;3226330;;Капуста Bonduelle цветная заморож.400г;;83.85;;;;1;;796;65.9;;;;0;;;;;DEFAULT;;;;;;
;3052336;;Капуста Hortex брюссельская замор.400г;;112.02;;;;1;;796;81.26;;;;0;;;;;DEFAULT;;;;;;
;3051849;;Капуста Hortex цветная замороженная 400г;;96.42;;;;1;;796;69.88;;;;0;;;;;DEFAULT;;;;;;
;2002639;;Капуста белокоч. 0,5-1кг фас. Ур.2015;;24.47;;;;1;;796;23.3;;;;0;;;;;DEFAULT;;;;;;
;2002631;;Капуста белокоч.1-2кг фас. Ур. 2015;;28.15;;;;1;;796;23.7;;;;0;;;;;DEFAULT;;;;;;
;2002632;;Капуста белокоч.2-4кг фас. Ур.2015;;28.31;;;;1;;796;24.39;;;;0;;;;;DEFAULT;;;;;;
;2002880;;Капуста белокоч.4-8кг фас.Ур.2015;;27.94;;;;1;;796;24.78;;;;0;;;;;DEFAULT;;;;;;
;3221232;;Капуста Белоручка кваш.диабетич.1000г;;128.67;;;;1;;796;97.0;;;;0;;;;;DEFAULT;;;;;;
;3221270;;Капуста Белоручка кваш.морк/брусн.1000г;;137.56;;;;1;;796;103.0;;;;0;;;;;DEFAULT;;;;;;
;3221268;;Капуста Белоручка кваш.морк/клюква 1000г;;137.92;;;;1;;796;103.01;;;;0;;;;;DEFAULT;;;;;;
;3221228;;Капуста Белоручка кваш.по-московски1000г;;128.33;;;;1;;796;97.0;;;;0;;;;;DEFAULT;;;;;;
;3221061;;Капуста Белоручка кваш.по-старорус.500г;;75.78;;;;1;;796;57.01;;;;0;;;;;DEFAULT;;;;;;
;3221092;;Капуста Белоручка кваш.с морк.500г;;75.61;;;;1;;796;57.01;;;;0;;;;;DEFAULT;;;;;;
;3221095;;Капуста Белоручка кваш.с морк/дик.яг500г;;78.53;;;;1;;796;60.0;;;;0;;;;;DEFAULT;;;;;;
;3221097;;Капуста Белоручка кваш.с морк/ябл.500г;;75.58;;;;1;;796;57.01;;;;0;;;;;DEFAULT;;;;;;
;3221275;;Капуста Белоручка кваш.свекла/чесн.1000г;;128.42;;;;1;;796;97.0;;;;0;;;;;DEFAULT;;;;;;
;3221237;;Капуста Белоручка кваш.Фитнес б/с 1000г;;104.34;;;;1;;796;80.41;;;;0;;;;;DEFAULT;;;;;;
;3221050;;Капуста Белоручка квашеная по-дерев.500г;;75.7;;;;1;;796;57.01;;;;0;;;;;DEFAULT;;;;;;
;2011341;;Капуста брокколи 0,8-1кг фас;;375.5;;;;1;;796;317.11;;;;0;;;;;DEFAULT;;;;;;
;3223881;;Капуста Вологод.ягода брокколи б/зам400г;;102.17;;;;1;;796;72.46;;;;0;;;;;DEFAULT;;;;;;
;3224016;;Капуста Вологод.ягода цветная б/зам.400г;;86.19;;;;1;;796;66.15;;;;0;;;;;DEFAULT;;;;;;
;3096134;;Капуста Доширак ДольКим морская 3*5г;;69.23;;;;1;;796;52.83;;;;0;;;;;DEFAULT;;;;;;
;2011343;;Капуста Кольраби 1,0-1,2кг фас;;275.65;;;;1;;796;262.52;;;;0;;;;;DEFAULT;;;;;;
;2002830;;Капуста краснокочанная 0,6-1,5кг;;100.15;;;;1;;796;95.38;;;;0;;;;;DEFAULT;;;;;;
;3251575;;Капуста Пл.Вит.Брокколи Ед.Дома 400г зам;;94.65;;;;1;;796;71.42;;;;0;;;;;DEFAULT;;;;;;
;3251580;;Капуста Пл.Вит.цветная Ед.Дома 400г зам;;62.67;;;;1;;796;59.13;;;;0;;;;;DEFAULT;;;;;;
;3158605;;Капуста ФЭГ квашеная по-дерев.ведро 500г;;68.71;;;;1;;796;44.37;;;;0;;;;;DEFAULT;;;;;;
;3184362;;Капуста ФЭГ квашеная с хреном ведро 700г;;77.82;;;;1;;796;58.72;;;;0;;;;;DEFAULT;;;;;;
;3184387;;Капуста ФЭГ квашеная с ябл.ведро 700г;;94.79;;;;1;;796;72.01;;;;0;;;;;DEFAULT;;;;;;
;3158451;;Капуста ФЭГ квашеная сладкая ведро 900г;;108.6;;;;1;;796;82.8;;;;0;;;;;DEFAULT;;;;;;
;3158535;;Капуста ФЭГ квашеная/клюква ведро 800г;;113.68;;;;1;;796;85.79;;;;0;;;;;DEFAULT;;;;;;
;3212958;;Капуста ФЭГ кислая д/щей ведро 700г;;86.73;;;;1;;796;65.71;;;;0;;;;;DEFAULT;;;;;;
;3193574;;Капуста ФЭГ марин.кисло-слад.ведро 1000г;;96.33;;;;1;;796;73.35;;;;0;;;;;DEFAULT;;;;;;
;3281563;;"Капуста ФЭГ маринованная ""DIET"", 1000г";;88.46;;;;1;;796;59.41;;;;0;;;;;DEFAULT;;;;;;
;3281564;;"Капуста ФЭГ маринованная ""Острая"" 500г";;38.85;;;;1;;796;37.0;;;;0;;;;;DEFAULT;;;;;;
;3281565;;Капуста ФЭГ маринованная с шафраном 500г;;54.32;;;;1;;796;37.0;;;;0;;;;;DEFAULT;;;;;;
;2002865;;Капуста цветная 0,7-1,4кг фас;;340.89;;;;1;;796;324.65;;;;0;;;;;DEFAULT;;;;;;
;3259886;;Карамель Chupa Chups mini ас.вкус.15шт;;54.12;;;;1;;796;40.71;;;;0;;;;;DEFAULT;;;;;;
;3157899;;Карамель Chupa Chups Trio ассорт.XXL 29г;;23.84;;;;1;;796;15.93;;;;0;;;;;DEFAULT;;;;;;
;3157938;;Карамель Chupa Chups игр.Melody pops 15г;;31.95;;;;1;;796;21.25;;;;0;;;;;DEFAULT;;;;;;
;3259885;;Карамель Chupa Chups фрук.микс 8шт;;50.45;;;;1;;796;37.76;;;;0;;;;;DEFAULT;;;;;;
;3170909;;Карамель ChupaChups дв.порц.ассорт.16,5;;22.01;;;;1;;796;12.99;;;;0;;;;;DEFAULT;;;;;;
;3054300;;Карамель Бабаевский Взлет 250г;;59.03;;;;1;;796;43.62;;;;0;;;;;DEFAULT;;;;;;
;3054320;;Карамель Бабаевский Клубника со слив250г;;59.47;;;;1;;796;44.0;;;;0;;;;;DEFAULT;;;;;;
;3054294;;Карамель Красн.Окт. Черная смород. 250г;;60.89;;;;1;;796;45.08;;;;0;;;;;DEFAULT;;;;;;
;3054293;;Карамель Красный Окт. Раковые шейки 250г;;107.51;;;;1;;796;84.27;;;;0;;;;;DEFAULT;;;;;;
;3058402;;Карамель Малютка РотФронт лед.ассор.250г;;72.02;;;;1;;796;53.1;;;;0;;;;;DEFAULT;;;;;;
;3054290;;Карамель Рот Фронт Барбарис 250г;;59.1;;;;1;;796;43.71;;;;0;;;;;DEFAULT;;;;;;
;3054299;;Карамель Рот Фронт Гусиные лапки 250г;;76.94;;;;1;;796;56.94;;;;0;;;;;DEFAULT;;;;;;
;3054301;;Карамель Рот Фронт Дюшес 250г;;59.26;;;;1;;796;43.71;;;;0;;;;;DEFAULT;;;;;;
;3054304;;Карамель Рот Фронт Лимонная 250г;;59.39;;;;1;;796;44.01;;;;0;;;;;DEFAULT;;;;;;
;3054307;;Карамель Рот Фронт Лимончики 250г;;57.62;;;;1;;796;42.63;;;;0;;;;;DEFAULT;;;;;;
;3054308;;Карамель Рот Фронт Мечта 250г;;61.0;;;;1;;796;45.08;;;;0;;;;;DEFAULT;;;;;;
;3054309;;Карамель Рот Фронт Москвичка 250г;;95.45;;;;1;;796;70.57;;;;0;;;;;DEFAULT;;;;;;
;3054302;;Карамель Рот Фронт Мятная 250г;;59.18;;;;1;;796;43.71;;;;0;;;;;DEFAULT;;;;;;
;3283150;;Карамель Сибир.петушок леденц.Фигурн.32г;;28.71;;;;1;;796;21.56;;;;0;;;;;DEFAULT;;;;;;
;3236065;;Карбонад Велком вар/копч.Велкомовс.450г;;490.68;;;;1;;796;369.81;;;;0;;;;;DEFAULT;;;;;;
;2012149;;Карбонад Мираторг свиной 1,0-1,4кг;;312.87;;;;1;;796;297.97;;;;0;;;;;DEFAULT;;;;;;
;3062701;;Карбонад Останкино Юбил.к/в нар.в/у150г;;129.6;;;;1;;796;103.73;;;;0;;;;;DEFAULT;;;;;;
;3055971;;Картофель 4сезона по-деревенски 700г;;137.73;;;;1;;796;98.8;;;;0;;;;;DEFAULT;;;;;;
;3047232;;Картофель 4сезона Фри 450г;;85.01;;;;1;;796;60.65;;;;0;;;;;DEFAULT;;;;;;
;3047234;;Картофель 4сезона Фри 900г;;169.36;;;;1;;796;120.4;;;;0;;;;;DEFAULT;;;;;;
;2011542;;Картофель белый  4,8-5,0 фасовка;;19.04;;;;1;;796;17.16;;;;0;;;;;DEFAULT;;;;;;
;3116674;;Картофель Вегетория Беби 2кг шт;;55.4;;;;1;;796;45.01;;;;0;;;;;DEFAULT;;;;;;
;3163533;;Картофель Вегетория д/варки 3кг;;99.34;;;;1;;796;82.51;;;;0;;;;;DEFAULT;;;;;;
;3163535;;Картофель Вегетория д/жарки 3кг;;99.37;;;;1;;796;82.51;;;;0;;;;;DEFAULT;;;;;;
;2011347;;Картофель красный.Урожай 2015г.4,8-5кг;;21.83;;;;1;;796;18.28;;;;0;;;;;DEFAULT;;;;;;
;3073998;;Картофель Московский йодир.соль 70г;;43.2;;;;1;;796;29.88;;;;0;;;;;DEFAULT;;;;;;
;3073887;;Картофель Московский лук и сметана 70г;;43.15;;;;1;;796;29.88;;;;0;;;;;DEFAULT;;;;;;
;3154788;;Картофель Московский раки к пиву 70г;;43.26;;;;1;;796;29.87;;;;0;;;;;DEFAULT;;;;;;
;3270914;;Картофель Солн.фаз. целый  очищ.500г;;52.8;;;;1;;796;39.98;;;;0;;;;;DEFAULT;;;;;;
;3241226;;Картофель Солн.фаз.брус.д/жар.в/у 1000г;;105.72;;;;1;;796;80.01;;;;0;;;;;DEFAULT;;;;;;
;3218451;;Картофель Тульская Нива мыт.д/вар.3кг шт;;228.66;;;;1;;796;217.77;;;;0;;;;;DEFAULT;;;;;;
;3218453;;Картофель Тульская Нива мыт.д/жар.3кг шт;;91.5;;;;1;;796;79.02;;;;0;;;;;DEFAULT;;;;;;
